,FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
3316,KW_2020_PI_14,KW_2020_PI_14,OO_05_1,OO_05_1,UN,NA,0.9684,0,0.0316,0.0316,-1,0.759127,0.9925,2.1637
3445,OO_01_1,OO_01_1,OO_04_1,OO_04_1,UN,NA,0.9596,0.0176,0.0228,0.0316,-1,0.759222,0.9981,2.1966
1438,ARPI_2013_4007,ARPI_2013_4007,OO_01,OO_01,UN,NA,0.937,0.063,0,0.0315,-1,0.757578,1,2.2954
2257,KW_2020_PG_05,KW_2020_PG_05,KW_2020_PG_06,KW_2020_PG_06,UN,NA,0.937,0.063,0,0.0315,-1,0.744739,0.8734,2.0743
3632,OO_08_1,OO_08_1,OO_18,OO_18,UN,NA,0.9376,0.0624,0,0.0312,-1,0.754777,0.9999,2.2659
997,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PG_20,KW_2020_PG_20,UN,NA,0.9378,0.0622,0,0.0311,-1,0.75419,0.6448,2.0238
2982,KW_2020_PG_24,KW_2020_PG_24,OO_06_1,OO_06_1,UN,NA,0.9689,0,0.0311,0.0311,-1,0.759552,0.9861,2.1473
3612,OO_07_1pos2,OO_07_1pos2,OO_13,OO_13,UN,NA,0.9631,0.0115,0.0254,0.0311,-1,0.759264,0.9996,2.2301
2324,KW_2020_PG_06,KW_2020_PG_06,KW_2020_PG_24,KW_2020_PG_24,UN,NA,0.9383,0.0617,0,0.0309,-1,0.748264,0.8163,2.0585
2926,KW_2020_PG_23,KW_2020_PG_23,KW_2020_PI_06,KW_2020_PI_06,UN,NA,0.9472,0.0438,0.009,0.0309,-1,0.758322,0.859,2.0703
2962,KW_2020_PG_24,KW_2020_PG_24,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.9382,0.0618,0,0.0309,-1,0.751676,0.8002,2.0549
3541,OO_04_1,OO_04_1,OO_11_1,OO_11_1,UN,NA,0.9381,0.0619,0,0.0309,-1,0.755309,0.9959,2.1782
3669,OO_10_1pos2,OO_10_1pos2,OO_16,OO_16,UN,NA,0.9382,0.0618,0,0.0309,-1,0.747327,0.9767,2.132
985,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PG_04,KW_2020_PG_04,UN,NA,0.9384,0.0616,0,0.0308,-1,0.754229,0.5338,2.0054
1018,ARPI_2013_4001,ARPI_2013_4001,OO_02_1,OO_02_1,UN,NA,0.9384,0.0616,0,0.0308,-1,0.748767,0.799,2.0543
1439,ARPI_2013_4007,ARPI_2013_4007,OO_01_1,OO_01_1,UN,NA,0.9396,0.059,0.0013,0.0308,-1,0.757904,0.9932,2.1661
1371,ARPI_2013_4006,ARPI_2013_4006,OO_01_1,OO_01_1,UN,NA,0.9387,0.0613,0,0.0307,-1,0.748155,0.9354,2.0998
3424,OO_01,OO_01,OO_07,OO_07,UN,NA,0.9386,0.0614,0,0.0307,-1,0.749086,0.9938,2.168
2671,KW_2020_PG_17,KW_2020_PG_17,KW_2020_PI_06,KW_2020_PI_06,UN,NA,0.9483,0.0423,0.0094,0.0306,-1,0.758289,0.6334,2.0219
1072,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9466,0.0458,0.0076,0.0305,-1,0.758169,0.9797,2.137
2744,KW_2020_PG_18,KW_2020_PG_18,OO_15,OO_15,UN,NA,0.939,0.061,0,0.0305,-1,0.748051,0.9984,2.1987
2098,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_16,KW_2020_PG_16,UN,NA,0.9392,0.0608,0,0.0304,-1,0.752817,0.9689,2.1241
2626,KW_2020_PG_16,KW_2020_PG_16,KW_2020_PI_07,KW_2020_PI_07,UN,NA,0.9393,0.0607,0,0.0304,-1,0.745823,0.802,2.055
3217,KW_2020_PI_10,KW_2020_PI_10,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9649,0.0095,0.0256,0.0304,-1,0.75913,0.9904,2.1568
3223,KW_2020_PI_10,KW_2020_PI_10,OO_02_1,OO_02_1,UN,NA,0.9466,0.046,0.0074,0.0304,-1,0.75815,0.9997,2.2369
2925,KW_2020_PG_23,KW_2020_PG_23,KW_2020_PI_05,KW_2020_PI_05,UN,NA,0.9502,0.0391,0.0108,0.0303,-1,0.758312,0.9012,2.0846
2670,KW_2020_PG_17,KW_2020_PG_17,KW_2020_PI_05,KW_2020_PI_05,UN,NA,0.9512,0.0377,0.0111,0.03,-1,0.758262,0.7318,2.0401
3251,KW_2020_PI_12,KW_2020_PI_12,OO_01,OO_01,UN,NA,0.9399,0.0601,0,0.03,-1,0.749294,0.9843,2.1434
3429,OO_01,OO_01,OO_10_1pos2,OO_10_1pos2,UN,NA,0.9402,0.0598,0,0.0299,-1,0.752524,0.9999,2.2573
2297,KW_2020_PG_05,KW_2020_PG_05,OO_10,OO_10,UN,NA,0.9404,0.0596,0,0.0298,-1,0.755265,0.9933,2.1664
3061,KW_2020_PI_03,KW_2020_PI_03,OO_09_1,OO_09_1,UN,NA,0.9406,0.0594,0,0.0297,-1,0.755957,0.9997,2.235
1408,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PG_04,KW_2020_PG_04,UN,NA,0.9409,0.0591,0,0.0296,-1,0.752904,0.8363,2.0639
1417,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PG_17,KW_2020_PG_17,UN,NA,0.9505,0.0396,0.0098,0.0296,-1,0.758132,0.9851,2.1456
1415,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PG_15,KW_2020_PG_15,UN,NA,0.9411,0.0589,0,0.0295,-1,0.750177,0.7745,2.0488
1420,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PG_20,KW_2020_PG_20,UN,NA,0.9409,0.0591,0,0.0295,-1,0.752886,0.8284,2.0618
1423,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PG_23,KW_2020_PG_23,UN,NA,0.9506,0.0397,0.0096,0.0295,-1,0.758092,0.9437,2.1049
2727,KW_2020_PG_18,KW_2020_PG_18,OO_01_1,OO_01_1,UN,NA,0.941,0.059,0,0.0295,-1,0.748406,0.996,2.1791
2100,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_18,KW_2020_PG_18,UN,NA,0.9412,0.0588,0,0.0294,-1,0.747251,0.8076,2.0563
1236,ARPI_2013_4004,ARPI_2013_4004,OO_04_1,OO_04_1,UN,NA,0.9418,0.0582,0,0.0291,-1,0.753926,0.9995,2.2259
2860,KW_2020_PG_21,KW_2020_PG_21,OO_04_1,OO_04_1,UN,NA,0.9417,0.0583,0,0.0291,-1,0.75182,0.8866,2.0789
2688,KW_2020_PG_17,KW_2020_PG_17,OO_06_1,OO_06_1,UN,NA,0.9714,0,0.0286,0.0286,-1,0.756388,0.9181,2.0915
1313,ARPI_2013_4005,ARPI_2013_4005,OO_10,OO_10,UN,NA,0.9542,0.0346,0.0112,0.0285,-1,0.757982,0.9913,2.1595
3348,KW_2020_PI_15,KW_2020_PI_15,OO_08_1,OO_08_1,UN,NA,0.943,0.057,0,0.0285,-1,0.756309,0.9944,2.1703
2943,KW_2020_PG_23,KW_2020_PG_23,OO_06_1,OO_06_1,UN,NA,0.9717,0,0.0283,0.0283,-1,0.756375,0.9063,2.0865
1073,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_23,KW_2020_PG_23,UN,NA,0.9599,0.0241,0.016,0.0281,-1,0.758157,0.9403,2.103
1186,ARPI_2013_4004,ARPI_2013_4004,ARPI_2013_4005,ARPI_2013_4005,UN,NA,0.9609,0.0219,0.0171,0.0281,-1,0.758228,0.9995,2.2241
2103,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_21,KW_2020_PG_21,UN,NA,0.944,0.056,0,0.028,-1,0.750801,0.79,2.0522
2858,KW_2020_PG_21,KW_2020_PG_21,OO_02_1,OO_02_1,UN,NA,0.9439,0.0561,0,0.028,-1,0.748731,0.7273,2.039
1067,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_17,KW_2020_PG_17,UN,NA,0.9612,0.0225,0.0163,0.0276,-1,0.758083,0.8795,2.0769
2334,KW_2020_PG_06,KW_2020_PG_06,KW_2020_PI_14,KW_2020_PI_14,UN,NA,0.9448,0.0552,0,0.0276,-1,0.7511,0.98,2.1364
2796,KW_2020_PG_20,KW_2020_PG_20,KW_2020_PG_21,KW_2020_PG_21,UN,NA,0.9447,0.0553,0,0.0276,-1,0.754048,0.6369,2.0225
3160,KW_2020_PI_07,KW_2020_PI_07,OO_04_1,OO_04_1,UN,NA,0.9448,0.0552,0,0.0276,-1,0.753071,0.9985,2.2019
3495,OO_02_1,OO_02_1,OO_08_1,OO_08_1,UN,NA,0.9447,0.0553,0,0.0276,-1,0.754878,1,2.2823
2214,KW_2020_PG_04,KW_2020_PG_04,KW_2020_PG_21,KW_2020_PG_21,UN,NA,0.9452,0.0548,0,0.0274,-1,0.754104,0.6369,2.0225
3437,OO_01,OO_01,OO_18,OO_18,UN,NA,0.9454,0.0546,0,0.0273,-1,0.753187,0.9817,2.1391
1409,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PG_05,KW_2020_PG_05,UN,NA,0.9568,0.032,0.0112,0.0272,-1,0.75773,0.9979,2.1941
2599,KW_2020_PG_15,KW_2020_PG_15,OO_09_1,OO_09_1,UN,NA,0.9458,0.0542,0,0.0271,-1,0.746041,0.7801,2.0499
2996,KW_2020_PG_24,KW_2020_PG_24,OO_18,OO_18,UN,NA,0.9459,0.0541,0,0.0271,-1,0.756548,0.9971,2.1873
1008,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PI_10,KW_2020_PI_10,UN,NA,0.9459,0.0541,0,0.027,-1,0.754232,0.9918,2.161
2892,KW_2020_PG_22,KW_2020_PG_22,KW_2020_PI_14,KW_2020_PI_14,UN,NA,0.9731,0,0.0269,0.0269,-1,0.756643,0.6008,2.0164
3239,KW_2020_PI_10,KW_2020_PI_10,OO_16,OO_16,UN,NA,0.9688,0.0087,0.0225,0.0269,-1,0.758277,0.9936,2.1669
3492,OO_02_1,OO_02_1,OO_06_1,OO_06_1,UN,NA,0.9529,0.0406,0.0064,0.0268,-1,0.757389,1,2.2965
1003,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PI_03,KW_2020_PI_03,UN,NA,0.9467,0.0533,0,0.0266,-1,0.75575,0.9901,2.1557
1012,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9468,0.0532,0,0.0266,-1,0.752672,0.9796,2.136
3231,KW_2020_PI_10,KW_2020_PI_10,OO_09_1,OO_09_1,UN,NA,0.9527,0.0417,0.0056,0.0264,-1,0.757275,0.9967,2.1831
1031,ARPI_2013_4001,ARPI_2013_4001,OO_13,OO_13,UN,NA,0.9474,0.0526,0,0.0263,-1,0.7528,0.9233,2.0934
2893,KW_2020_PG_22,KW_2020_PG_22,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9713,0.0047,0.0239,0.0263,-1,0.758246,0.9966,2.1825
2096,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_12,KW_2020_PG_12,UN,NA,0.9476,0.0524,0,0.0262,-1,0.754108,0.1487,1.935
3215,KW_2020_PI_10,KW_2020_PI_10,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.9709,0.0057,0.0234,0.0262,-1,0.7582,0.8342,2.0635
3320,KW_2020_PI_14,KW_2020_PI_14,OO_08_1,OO_08_1,UN,NA,0.9698,0.008,0.0222,0.0262,-1,0.758123,0.7992,2.0544
1441,ARPI_2013_4007,ARPI_2013_4007,OO_02_1,OO_02_1,UN,NA,0.948,0.052,0,0.026,-1,0.756343,0.9998,2.2434
2597,KW_2020_PG_15,KW_2020_PG_15,OO_07_1pos2,OO_07_1pos2,UN,NA,0.9561,0.0357,0.0082,0.026,-1,0.757345,0.6801,2.0302
3071,KW_2020_PI_03,KW_2020_PI_03,OO_18,OO_18,UN,NA,0.948,0.052,0,0.026,-1,0.751978,0.8554,2.069
1033,ARPI_2013_4001,ARPI_2013_4001,OO_15,OO_15,UN,NA,0.9481,0.0519,0,0.0259,-1,0.748619,0.5838,2.0135
1205,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PG_09,KW_2020_PG_09,UN,NA,0.9483,0.0517,0,0.0259,-1,0.750598,0.7869,2.0515
2031,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PG_02,KW_2020_PG_02,UN,NA,0.9481,0.0519,0,0.0259,-1,0.754049,0.1537,1.9363
3356,KW_2020_PI_15,KW_2020_PI_15,OO_15,OO_15,UN,NA,0.9484,0.0516,0,0.0258,-1,0.755492,0.999,2.2091
3522,OO_03_1,OO_03_1,OO_13,OO_13,UN,NA,0.9742,0,0.0258,0.0258,-1,0.757915,0.9989,2.2082
2367,KW_2020_PG_07,KW_2020_PG_07,KW_2020_PG_15,KW_2020_PG_15,UN,NA,0.9486,0.0514,0,0.0257,-1,0.74949,0.8626,2.0711
3001,KW_2020_PI_02,KW_2020_PI_02,KW_2020_PI_03,KW_2020_PI_03,UN,NA,0.9485,0.0515,0,0.0257,-1,0.749035,0.9877,2.1502
1199,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PG_02,KW_2020_PG_02,UN,NA,0.9488,0.0512,0,0.0256,-1,0.754219,0.9684,2.1232
2064,KW_2020_PG_01,KW_2020_PG_01,OO_01_1,OO_01_1,UN,NA,0.9489,0.0511,0,0.0256,-1,0.755606,0.9823,2.1404
2153,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_15,KW_2020_PG_15,UN,NA,0.9489,0.0511,0,0.0256,-1,0.749508,0.8577,2.0696
2541,KW_2020_PG_12,KW_2020_PG_12,OO_01_1,OO_01_1,UN,NA,0.9487,0.0513,0,0.0256,-1,0.755658,0.9918,2.1611
3056,KW_2020_PI_03,KW_2020_PI_03,OO_05_1,OO_05_1,UN,NA,0.9563,0.0367,0.007,0.0253,-1,0.757145,1,2.3087
1212,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PG_19,KW_2020_PG_19,UN,NA,0.9497,0.0503,0,0.0252,-1,0.750502,0.7516,2.0439
2247,KW_2020_PG_04,KW_2020_PG_04,OO_13,OO_13,UN,NA,0.9498,0.0502,0,0.0251,-1,0.754818,0.9953,2.1746
1064,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_12,KW_2020_PG_12,UN,NA,0.9501,0.0498,2e-04,0.025,-1,0.756715,0.9994,2.2214
2829,KW_2020_PG_20,KW_2020_PG_20,OO_13,OO_13,UN,NA,0.9501,0.0499,0,0.0249,-1,0.754776,0.9981,2.1964
3561,OO_05_1,OO_05_1,OO_13,OO_13,UN,NA,0.9751,0,0.0249,0.0249,-1,0.757959,0.9946,2.171
2896,KW_2020_PG_22,KW_2020_PG_22,OO_01,OO_01,UN,NA,0.9752,0,0.0248,0.0248,-1,0.756353,0.5631,2.0101
3054,KW_2020_PI_03,KW_2020_PI_03,OO_03_1,OO_03_1,UN,NA,0.9578,0.0347,0.0075,0.0248,-1,0.757072,0.9999,2.266
1055,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_01,KW_2020_PG_01,UN,NA,0.951,0.0487,3e-04,0.0247,-1,0.75665,0.9984,2.2
2899,KW_2020_PG_22,KW_2020_PG_22,OO_02_1,OO_02_1,UN,NA,0.9505,0.0495,0,0.0247,-1,0.755062,0.9945,2.1712
3573,OO_06_1,OO_06_1,OO_08_1,OO_08_1,UN,NA,0.9693,0.012,0.0187,0.0247,-1,0.757647,0.9994,2.2207
3152,KW_2020_PI_07,KW_2020_PI_07,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9509,0.0491,0,0.0245,-1,0.750021,0.941,2.1032
2883,KW_2020_PG_22,KW_2020_PG_22,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.9513,0.0487,0,0.0244,-1,0.751594,0.9724,2.1277
3359,KW_2020_PI_15,KW_2020_PI_15,OO_18,OO_18,UN,NA,0.9512,0.0488,0,0.0244,-1,0.752808,0.9832,2.1412
2572,KW_2020_PG_15,KW_2020_PG_15,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9516,0.0484,0,0.0242,-1,0.75315,0.5885,2.0143
3419,OO_01,OO_01,OO_02_1,OO_02_1,UN,NA,0.9542,0.0433,0.0025,0.0242,-1,0.756671,1,2.3823
2852,KW_2020_PG_21,KW_2020_PG_21,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9521,0.0479,0,0.0239,-1,0.752559,0.969,2.1237
3358,KW_2020_PI_15,KW_2020_PI_15,OO_17,OO_17,UN,NA,0.9521,0.0479,0,0.0239,-1,0.752417,0.9805,2.1369
3644,OO_09_1,OO_09_1,OO_16,OO_16,UN,NA,0.9522,0.0478,0,0.0239,-1,0.751517,0.9898,2.155
2848,KW_2020_PG_21,KW_2020_PG_21,KW_2020_PI_10,KW_2020_PI_10,UN,NA,0.9525,0.0475,0,0.0238,-1,0.754263,0.99,2.1561
2946,KW_2020_PG_23,KW_2020_PG_23,OO_08_1,OO_08_1,UN,NA,0.9764,0,0.0236,0.0236,-1,0.757336,0.9787,2.1349
2873,KW_2020_PG_21,KW_2020_PG_21,OO_15,OO_15,UN,NA,0.9531,0.0469,0,0.0235,-1,0.748536,0.3997,1.9839
3340,KW_2020_PI_15,KW_2020_PI_15,OO_02,OO_02,UN,NA,0.953,0.047,0,0.0235,-1,0.752354,0.9981,2.1953
2691,KW_2020_PG_17,KW_2020_PG_17,OO_08_1,OO_08_1,UN,NA,0.9766,0,0.0234,0.0234,-1,0.757262,0.9822,2.1401
2871,KW_2020_PG_21,KW_2020_PG_21,OO_13,OO_13,UN,NA,0.9532,0.0468,0,0.0234,-1,0.752759,0.9321,2.0977
2933,KW_2020_PG_23,KW_2020_PG_23,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9638,0.0255,0.0107,0.0234,-1,0.756975,0.8659,2.0724
2678,KW_2020_PG_17,KW_2020_PG_17,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9642,0.025,0.0108,0.0233,-1,0.756945,0.8857,2.079
2598,KW_2020_PG_15,KW_2020_PG_15,OO_08_1,OO_08_1,UN,NA,0.9537,0.0463,0,0.0232,-1,0.74945,0.925,2.0943
3341,KW_2020_PI_15,KW_2020_PI_15,OO_02_1,OO_02_1,UN,NA,0.9537,0.0463,0,0.0232,-1,0.756022,0.9966,2.1823
3628,OO_08_1,OO_08_1,OO_14,OO_14,UN,NA,0.9537,0.0463,0,0.0232,-1,0.749866,0.755,2.0446
1456,ARPI_2013_4007,ARPI_2013_4007,OO_15,OO_15,UN,NA,0.9539,0.0461,0,0.0231,-1,0.755121,0.9982,2.1967
2843,KW_2020_PG_21,KW_2020_PG_21,KW_2020_PI_03,KW_2020_PI_03,UN,NA,0.9538,0.0462,0,0.0231,-1,0.755688,0.9697,2.1242
1093,ARPI_2013_4002,ARPI_2013_4002,OO_04_1,OO_04_1,UN,NA,0.9564,0.0412,0.0024,0.023,-1,0.756448,0.9534,2.111
1095,ARPI_2013_4002,ARPI_2013_4002,OO_06_1,OO_06_1,UN,NA,0.977,0,0.023,0.023,-1,0.755696,0.0249,1.8802
1340,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PG_04,KW_2020_PG_04,UN,NA,0.954,0.046,0,0.023,-1,0.745451,0.1038,1.922
1358,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PI_03,KW_2020_PI_03,UN,NA,0.954,0.046,0,0.023,-1,0.744991,0.4916,1.9987
2957,KW_2020_PG_23,KW_2020_PG_23,OO_18,OO_18,UN,NA,0.9539,0.0461,0,0.023,-1,0.754022,0.8826,2.0776
1352,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PG_20,KW_2020_PG_20,UN,NA,0.9541,0.0459,0,0.0229,-1,0.745447,0.0676,1.908
1288,ARPI_2013_4005,ARPI_2013_4005,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.9547,0.0453,0,0.0227,-1,0.751623,0.8298,2.0618
2593,KW_2020_PG_15,KW_2020_PG_15,OO_04_1,OO_04_1,UN,NA,0.9546,0.0454,0,0.0227,-1,0.750096,0.9814,2.1384
2702,KW_2020_PG_17,KW_2020_PG_17,OO_18,OO_18,UN,NA,0.9547,0.0453,0,0.0227,-1,0.753988,0.9299,2.0969
3116,KW_2020_PI_06,KW_2020_PI_06,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.9548,0.0452,0,0.0226,-1,0.754246,0.5255,2.0041
3137,KW_2020_PI_06,KW_2020_PI_06,OO_13,OO_13,UN,NA,0.9549,0.0451,0,0.0226,-1,0.753707,0.9435,2.1047
1304,ARPI_2013_4005,ARPI_2013_4005,OO_02_1,OO_02_1,UN,NA,0.9556,0.0439,5e-04,0.0225,-1,0.756239,0.9861,2.1472
1455,ARPI_2013_4007,ARPI_2013_4007,OO_14,OO_14,UN,NA,0.9554,0.0446,0,0.0223,-1,0.751017,0.7129,2.0362
3006,KW_2020_PI_02,KW_2020_PI_02,KW_2020_PI_10,KW_2020_PI_10,UN,NA,0.9554,0.0446,0,0.0223,-1,0.753066,0.9829,2.1409
1389,ARPI_2013_4006,ARPI_2013_4006,OO_16,OO_16,UN,NA,0.9555,0.0445,0,0.0222,-1,0.747058,0.9875,2.1494
2797,KW_2020_PG_20,KW_2020_PG_20,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9562,0.0438,0,0.0219,-1,0.755556,0.6537,2.0255
2901,KW_2020_PG_22,KW_2020_PG_22,OO_04_1,OO_04_1,UN,NA,0.9647,0.0267,0.0086,0.0219,-1,0.756569,0.9998,2.2456
3018,KW_2020_PI_02,KW_2020_PI_02,OO_04_1,OO_04_1,UN,NA,0.9562,0.0438,0,0.0219,-1,0.751318,0.9688,2.1232
2215,KW_2020_PG_04,KW_2020_PG_04,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9565,0.0435,0,0.0218,-1,0.755558,0.7359,2.041
2540,KW_2020_PG_12,KW_2020_PG_12,OO_01,OO_01,UN,NA,0.9567,0.0433,0,0.0216,-1,0.754109,0.9856,2.1458
2983,KW_2020_PG_24,KW_2020_PG_24,OO_07,OO_07,UN,NA,0.957,0.043,0,0.0215,-1,0.747978,0.6413,2.0233
3328,KW_2020_PI_14,KW_2020_PI_14,OO_15,OO_15,UN,NA,0.9729,0.0112,0.0159,0.0215,-1,0.756879,0.9975,2.1894
2063,KW_2020_PG_01,KW_2020_PG_01,OO_01,OO_01,UN,NA,0.9572,0.0428,0,0.0214,-1,0.754078,0.9935,2.1667
2907,KW_2020_PG_22,KW_2020_PG_22,OO_09_1,OO_09_1,UN,NA,0.9598,0.0377,0.0026,0.0214,-1,0.75614,0.9938,2.1679
2500,KW_2020_PG_11,KW_2020_PG_11,OO_07_1pos2,OO_07_1pos2,UN,NA,0.9575,0.0425,0,0.0213,-1,0.755974,0.8829,2.0778
1011,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PI_14,KW_2020_PI_14,UN,NA,0.9578,0.0422,0,0.0211,-1,0.753874,0.4075,1.9851
2476,KW_2020_PG_11,KW_2020_PG_11,KW_2020_PG_23,KW_2020_PG_23,UN,NA,0.9579,0.0421,0,0.021,-1,0.751888,0.9214,2.0931
3081,KW_2020_PI_05,KW_2020_PI_05,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.958,0.042,0,0.021,-1,0.754209,0.8028,2.0554
3318,KW_2020_PI_14,KW_2020_PI_14,OO_07,OO_07,UN,NA,0.9581,0.0419,0,0.021,-1,0.748384,0.9306,2.097
2438,KW_2020_PG_09,KW_2020_PG_09,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9582,0.0418,0,0.0209,-1,0.754191,0.9791,2.1354
2767,KW_2020_PG_19,KW_2020_PG_19,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9583,0.0417,0,0.0209,-1,0.754157,0.983,2.1412
2509,KW_2020_PG_11,KW_2020_PG_11,OO_15,OO_15,UN,NA,0.9583,0.0417,0,0.0208,-1,0.749334,0.984,2.1423
2633,KW_2020_PG_16,KW_2020_PG_16,KW_2022_PI_01,KW_2022_PI_01,UN,NA,0.9584,0.0416,0,0.0208,-1,0.755863,0.9485,2.108
2969,KW_2020_PG_24,KW_2020_PG_24,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.9585,0.0415,0,0.0208,-1,0.748384,0.5969,2.0158
2535,KW_2020_PG_12,KW_2020_PG_12,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.9586,0.0414,0,0.0207,-1,0.753134,0.5717,2.0115
3102,KW_2020_PI_05,KW_2020_PI_05,OO_13,OO_13,UN,NA,0.9586,0.0414,0,0.0207,-1,0.753704,0.9461,2.1063
999,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9588,0.0412,0,0.0206,-1,0.7519,0.7581,2.0452
2470,KW_2020_PG_11,KW_2020_PG_11,KW_2020_PG_17,KW_2020_PG_17,UN,NA,0.9589,0.0411,0,0.0206,-1,0.751879,0.9277,2.0961
2390,KW_2020_PG_07,KW_2020_PG_07,OO_01,OO_01,UN,NA,0.9592,0.0408,0,0.0204,-1,0.755697,0.995,2.1736
1314,ARPI_2013_4005,ARPI_2013_4005,OO_10_1pos2,OO_10_1pos2,UN,NA,0.9594,0.0406,0,0.0203,-1,0.749748,0.827,2.0611
2475,KW_2020_PG_11,KW_2020_PG_11,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9593,0.0407,0,0.0203,-1,0.752945,0.8724,2.0744
3247,KW_2020_PI_12,KW_2020_PI_12,KW_2020_PI_14,KW_2020_PI_14,UN,NA,0.9594,0.0406,0,0.0203,-1,0.748879,0.8801,2.0766
1301,ARPI_2013_4005,ARPI_2013_4005,OO_01,OO_01,UN,NA,0.9798,0,0.0202,0.0202,-1,0.755628,0.441,1.9906
3329,KW_2020_PI_14,KW_2020_PI_14,OO_16,OO_16,UN,NA,0.9798,0,0.0202,0.0202,-1,0.755849,1,2.2837
2058,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.9598,0.0402,0,0.0201,-1,0.753151,0.6567,2.0259
2176,KW_2020_PG_03,KW_2020_PG_03,OO_01,OO_01,UN,NA,0.9597,0.0403,0,0.0201,-1,0.75564,0.997,2.1859
2887,KW_2020_PG_22,KW_2020_PG_22,KW_2020_PI_07,KW_2020_PI_07,UN,NA,0.96,0.04,0,0.02,-1,0.750668,0.5719,2.0116
2931,KW_2020_PG_23,KW_2020_PG_23,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.9801,0,0.0199,0.0199,-1,0.755522,0.7965,2.0538
2636,KW_2020_PG_16,KW_2020_PG_16,OO_01_1,OO_01_1,UN,NA,0.9605,0.0395,0,0.0198,-1,0.751965,0.9987,2.2048
1285,ARPI_2013_4005,ARPI_2013_4005,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9803,0,0.0197,0.0197,-1,0.756507,0.912,2.0891
1428,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PI_06,KW_2020_PI_06,UN,NA,0.9606,0.0394,0,0.0197,-1,0.752319,0.2219,1.9519
2347,KW_2020_PG_06,KW_2020_PG_06,OO_07_1pos2,OO_07_1pos2,UN,NA,0.9606,0.0394,0,0.0197,-1,0.749167,0.1399,1.9328
2676,KW_2020_PG_17,KW_2020_PG_17,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.9803,0,0.0197,0.0197,-1,0.755531,0.7685,2.0476
3297,KW_2020_PI_13,KW_2020_PI_13,OO_13,OO_13,UN,NA,0.9605,0.0395,0,0.0197,-1,0.75268,0.9626,2.1179
